city,admin_name,capital,population
"Contla, Mexico",Tlaxcala,minor,27610.0
"Contramaestre, Cuba",Santiago de Cuba,minor,106002.0
"Convencion, Colombia",Norte de Santander,minor,18112.0
"Conversano, Italy",Puglia,,25779.0
"Converse, United States",Texas,,28764.0
"Conway, United States",Arkansas,,69918.0
"Conwy, United Kingdom",Conwy,,15700.0
"Conyers, United States",Georgia,,17916.0
"Cookeville, United States",Tennessee,,35544.0
"Cookstown, United Kingdom",Mid-Ulster,,10646.0
"Coolbaugh, United States",Pennsylvania,,20754.0
"Coolidge, United States",Arizona,,15300.0
"Coolum Beach, Australia",Queensland,,9152.0
"Cooma, Australia",New South Wales,,6681.0
"Coomera, Australia",Queensland,,20225.0
"Coon Rapids, United States",Minnesota,,63348.0
"Coondapoor, India",Karnātaka,,37740.0
"Coonoor, India",Tamil Nādu,,45954.0
"Cooper City, United States",Florida,,34166.0
"Coos Bay, United States",Oregon,,15867.0
"Copacabana, Colombia",Antioquia,minor,73574.0
"Copalchi, Costa Rica",Cartago,,13676.0
"Copan, Honduras",Copán,,41542.0
"Copceac, Moldova",Găgăuzia,,9138.0
"Copenhagen, Denmark",Hovedstaden,primary,1366301.0
"Copertino, Italy",Puglia,,23033.0
"Copiague, United States",New York,,23332.0
"Copiapo, Chile",Atacama,admin,158438.0
"Copparo, Italy",Emilia-Romagna,,15673.0
"Coppell, United States",Texas,,42029.0
"Copperas Cove, United States",Texas,,37149.0
"Coqueiral, Brazil",Minas Gerais,minor,9023.0
"Coquimatlan, Mexico",Colima,minor,14892.0
"Coquimbo, Chile",Coquimbo,minor,204068.0
"Coquitlam, Canada",British Columbia,,148625.0
"Corabia, Romania",Olt,,13527.0
"Coracao de Jesus, Brazil",Minas Gerais,minor,25377.0
"Coracao de Maria, Brazil",Bahia,minor,22495.0
"Coracora, Peru",Ayacucho,,7420.0
"Corail, Haiti",Grand’Anse,,22021.0
"Coral Gables, United States",Florida,,49243.0
"Coral Hills, United States",Maryland,,9372.0
"Coral Springs, United States",Florida,,133962.0
"Coral Terrace, United States",Florida,,24051.0
"Coralville, United States",Iowa,,22846.0
"Coram, United States",New York,,41527.0
"Corat, Azerbaijan",Sumqayıt,,12900.0
"Corato, Italy",Puglia,,47033.0
"Corbas, France",Auvergne-Rhône-Alpes,,11196.0
"Corbeil-Essonnes, France",Île-de-France,,53712.0
"Corbelia, Brazil",Paraná,minor,17470.0
"Corbera de Llobregat, Spain",Catalonia,,15726.0
"Corbetta, Italy",Lombardy,,18778.0
"Corby, United Kingdom",Northamptonshire,,54927.0
"Corciano, Italy",Umbria,,21535.0
"Corcoran, United States",California,,22626.0
"Corcuera, Philippines",Romblon,,10112.0
"Cordeiro, Brazil",Rio de Janeiro,minor,20783.0
"Cordeiropolis, Brazil",São Paulo,minor,24514.0
"Cordele, United States",Georgia,,10107.0
"Cordenons, Italy",Friuli Venezia Giulia,,17779.0
"Cordoba, Argentina",Córdoba,admin,2106734.0
"Cordoba, Colombia",Nariño,minor,14006.0
"Cordoba, Mexico",Veracruz,minor,204721.0
"Cordoba, Spain",Andalusia,minor,323763.0
"Cordon, Philippines",Isabela,,46477.0
"Coreau, Brazil",Ceará,minor,19981.0
"Corella, Philippines",Bohol,minor,9479.0
"Corella, Spain",Navarre,,8712.0
"Coremas, Brazil",Paraíba,minor,14683.0
"Corfe Mullen, United Kingdom",Dorset,,10374.0
"Corgao, India",Goa,,8941.0
"Cori, Italy",Lazio,,10366.0
"Coria del Rio, Spain",Andalusia,,31095.0
"Coria, Spain",Extremadura,,12114.0
"Coriano, Italy",Emilia-Romagna,,10418.0
"Coribe, Brazil",Bahia,minor,13990.0
"Corigliano Calabro, Italy",Calabria,,40478.0
"Corinda, Australia",Queensland,,11019.0
"Coringa, India",Andhra Pradesh,,12495.0
"Corinth, United States",Texas,,22868.0
"Corinto, Brazil",Minas Gerais,minor,23532.0
"Corinto, Colombia",Cauca,minor,33489.0
"Corinto, El Salvador",Morazán,,10000.0
"Corinto, Nicaragua",Chinandega,minor,18602.0
"Cork, Ireland",Cork,admin,222333.0
"Corleone, Italy",Sicilia,,10364.0
"Corlu, Turkey",Tekirdağ,minor,300296.0
"Corman Park No. 344, Canada",Saskatchewan,,8909.0
"Cormano, Italy",Lombardy,,20356.0
"Cormeilles-en-Parisis, France",Île-de-France,,27086.0
"Cornaredo, Italy",Lombardy,,20678.0
"Cornate d'Adda, Italy",Lombardy,,10794.0
"Cornebarrieu, France",Occitanie,,8571.0
"Cornedo Vicentino, Italy",Veneto,,11678.0
"Cornelio Procopio, Brazil",Paraná,minor,45206.0
"Cornelius, United States",North Carolina,,32009.0
"Corner Brook, Canada",Newfoundland and Labrador,,19333.0
"Cornillon, Haiti",Ouest,,54254.0
"Corning, United States",New York,,10666.0
"Cornwall, Canada",Ontario,,47845.0
"Cornwall, United States",New York,,12801.0
"Coro, Venezuela",Falcón,admin,195227.0
"Coroaci, Brazil",Minas Gerais,minor,10884.0
"Coroata, Brazil",Maranhão,minor,59566.0
"Corocoro, Bolivia",La Paz,,10647.0
"Coroico, Bolivia",La Paz,,2319.0
"Coromandel, Brazil",Minas Gerais,minor,28894.0
"Coron, Philippines",Palawan,,65855.0
"Corona de Tucson, United States",Arizona,,9039.0
"Corona, United States",California,,158839.0
"Coronado, United States",California,,18558.0
"Coronda, Argentina",Santa Fe,minor,18115.0
"Coronel Bogado, Paraguay",Itapúa,,14297.0
"Coronel Dorrego, Argentina",Buenos Aires,minor,11510.0
"Coronel Du Graty, Argentina",Chaco,,9015.0
"Coronel Fabriciano, Brazil",Minas Gerais,minor,104736.0
"Coronel Freitas, Brazil",Santa Catarina,minor,10388.0
"Coronel Oviedo, Paraguay",Caaguazú,admin,52400.0
"Coronel Suarez, Argentina",Buenos Aires,minor,42276.0
"Coronel Vivida, Brazil",Paraná,minor,23331.0
"Coronel, Chile",Biobío,,116262.0
"Coroneo, Mexico",Guanajuato,minor,10347.0
"Corovode, Albania",Berat,,4051.0
"Corozal, Belize",Corozal,admin,13502.0
"Corozal, Colombia",Sucre,minor,70853.0
"Corozal, Puerto Rico",Puerto Rico,,10672.0
"Corpus Christi, United States",Texas,,339432.0
"Corral de Bustos, Argentina",Córdoba,,10407.0
"Corrales, United States",New Mexico,,8557.0
"Corralillo, Cuba",Villa Clara,minor,24791.0
"Correggio, Italy",Emilia-Romagna,,25074.0
"Correia Pinto, Brazil",Santa Catarina,minor,15727.0
"Corrente, Brazil",Piauí,minor,27278.0
"Correntes, Brazil",Pernambuco,minor,17131.0
"Correntina, Brazil",Bahia,minor,30583.0
"Corridonia, Italy",Marche,,14670.0
"Corrientes, Argentina",Corrientes,admin,352646.0
"Corro de Vall, Spain",Catalonia,,9629.0
"Corroios, Portugal",Setúbal,,46475.0
"Corsham, United Kingdom",Wiltshire,,13412.0
"Corsicana, United States",Texas,,25344.0
"Corsico, Italy",Lombardy,,34373.0
"Cortalim, India",Goa,,15000.0
"Cortazar, Mexico",Guanajuato,minor,61658.0
"Corte Madera, United States",California,,10101.0
"Cortes, Brazil",Pernambuco,minor,10198.0
"Cortes, Philippines",Bohol,,18344.0
"Cortez, United States",Colorado,,8898.0
"Cortland, United States",New York,,17465.0
"Cortlandt, United States",New York,,41886.0
"Cortona, Italy",Tuscany,,21133.0
"Coruche, Portugal",Santarém,minor,19944.0
"Corum, Turkey",Çorum,admin,269595.0
"Corumba de Goias, Brazil",Goiás,minor,10562.0
"Corumba, Brazil",Mato Grosso do Sul,minor,96268.0
"Corumbaiba, Brazil",Goiás,minor,9164.0
"Corupa, Brazil",Santa Catarina,minor,11847.0
"Coruripe, Brazil",Alagoas,minor,57294.0
"Corvallis, United States",Oregon,,67769.0
"Corzuela, Argentina",Chaco,minor,10470.0
"Cosamaloapan, Mexico",Veracruz,minor,57147.0
"Cosautlan, Mexico",Veracruz,minor,16353.0
"Coseley, United Kingdom",Dudley,,12357.0
"Cosenza, Italy",Calabria,minor,63760.0
"Cosham, United Kingdom",Portsmouth,,13830.0
"Coshocton, United States",Ohio,,11056.0
"Cosio, Mexico",Aguascalientes,minor,15577.0
"Cosmopolis, Brazil",São Paulo,minor,66807.0
"Cosmorama, Brazil",São Paulo,minor,8719.0
"Cosne sur Loire, France",Bourgogne-Franche-Comté,minor,9786.0
"Cospicua, Malta",Bormla,admin,5395.0
"Cosquin, Argentina",Córdoba,minor,47785.0
"Cossato, Italy",Piedmont,,13929.0
"Cossimbazar, India",West Bengal,,11724.0
"Costa Marques, Brazil",Rondônia,minor,12627.0
"Costa Mesa, United States",California,,110538.0
"Costa Volpino, Italy",Lombardy,,8783.0
"Costa de Caparica, Portugal",Setúbal,,11707.0
"Costas de Cao, Portugal",Setúbal,,20454.0
"Costessey, United Kingdom",Norfolk,,16694.0
"Costesti, Moldova",Ialoveni,,10907.0
"Costesti, Romania",Argeş,,9460.0
"Coswig, Germany",Saxony,,20561.0
"Cota, Colombia",Cundinamarca,minor,32691.0
"Cotabato, Philippines",Cotabato,admin,325079.0
"Cotacachi, Ecuador",Imbabura,minor,10526.0
"Cote-Saint-Luc, Canada",Quebec,,34504.0
"Cotegipe, Brazil",Bahia,minor,13063.0
"Cotes de Fer, Haiti",Sud-Est,,33577.0
"Cotia, Brazil",São Paulo,minor,148987.0
"Cotija de la Paz, Mexico",Michoacán,minor,19018.0
"Coto Brus, Costa Rica",Puntarenas,,38453.0
"Coto de Caza, United States",California,,15363.0
"Cotoca, Bolivia",Santa Cruz,,26305.0
"Cotonou, Benin",Littoral,primary,679012.0
"Cotorra, Colombia",Córdoba,minor,16215.0
"Cotorro, Cuba",La Habana,,74650.0
"Cottage Grove, United States",Minnesota,,40124.0
"Cottage Lake, United States",Washington,,23170.0
"Cottbus, Germany",Brandenburg,minor,100010.0
"Cottica, Suriname",Sipaliwini,,29210.0
"Cottingham, United Kingdom","Kingston upon Hull, City of",,16947.0
"Cottonwood Heights, United States",Utah,,32984.0
"Cottonwood, United States",Arizona,,12547.0
"Cotui, Dominican Republic",Cibao Sur,minor,76554.0
"Coudekerque-Branche, France",Hauts-de-France,,20833.0
"Coueron, France",Pays de la Loire,,23541.0
"Coulommiers, France",Île-de-France,,15696.0
"Coulsdon, United Kingdom",Croydon,,25695.0
"Council Bluffs, United States",Iowa,,62564.0
"Country Club Estates, United States",Georgia,,9575.0
"Country Club Hills, United States",Illinois,,16419.0
"Country Club, United States",Florida,,51000.0
"Country Walk, United States",Florida,,18693.0
"Countryside, United States",Virginia,,9521.0
"Courbevoic, France",Île-de-France,,81945.0
"Courcelles, Belgium",Wallonia,,31376.0
"Courcouronnes, France",Île-de-France,,13490.0
"Cournon-d'Auvergne, France",Auvergne-Rhône-Alpes,,20020.0
"Courrieres, France",Hauts-de-France,,10160.0
"Court-Saint-Etienne, Belgium",Wallonia,,10500.0
"Courtenay, Canada",British Columbia,,48917.0
"Cousse, Benin",Atlantique,,11885.0
"Coutras, France",Nouvelle-Aquitaine,,8695.0
"Couva, Trinidad and Tobago",Couva/Tabaquite/Talparo,admin,48858.0
"Couvin, Belgium",Wallonia,,13782.0
"Couzeix, France",Nouvelle-Aquitaine,,10011.0
"Cova Figueira, Cabo Verde",Santa Catarina do Fogo,admin,
"Covasna, Romania",Covasna,,9208.0
"Cove, Benin",Zou,,43554.0
"Covenas, Colombia",Sucre,minor,11270.0
"Coventry, United Kingdom",Coventry,,362690.0
"Coventry, United States",Rhode Island,,35757.0
"Covilha, Portugal",Castelo Branco,minor,51797.0
"Covina, United States",California,,50143.0
"Covington, United States",Kentucky,,40902.0
"Cowansville, Canada",Quebec,,15234.0
"Cowdenbeath, United Kingdom",Fife,,11640.0
"Cowell, Australia",South Australia,,990.0
"Cowes, United Kingdom",Isle of Wight,,10445.0
"Coweta, United States",Oklahoma,,10157.0
"Cowley, United Kingdom",Oxfordshire,,16500.0
"Cowra, Australia",New South Wales,,8254.0
"Cox's Bazar, Bangladesh",Chattogram,,223522.0
"Coxim, Brazil",Mato Grosso do Sul,minor,33459.0
"Coyaima, Colombia",Tolima,minor,28443.0
"Coycoyan de las Flores, Mexico",Guerrero,,9936.0
"Coyhaique, Chile",Aysén,admin,61210.0
"Coyotepec, Mexico",México,minor,41810.0
"Coyuca de Catalan, Mexico",Guerrero,minor,42069.0
"Coyula, Mexico",Jalisco,,64886.0
"Cozumel, Mexico",Quintana Roo,minor,77236.0
"Cradock, South Africa",Eastern Cape,,8626.0
"Craibas, Brazil",Alagoas,minor,25397.0
"Craig, United States",Colorado,,9022.0
"Crailsheim, Germany",Baden-Württemberg,,36239.0
"Craiova, Romania",Dolj,admin,234140.0
"Cramlington, United Kingdom",Northumberland,,30077.0
"Cramond, United Kingdom","Edinburgh, City of",,13409.0
"Cran-Gevrier, France",Auvergne-Rhône-Alpes,,18330.0
"Cranberry, United States",Pennsylvania,,33632.0
"Cranbourne, Australia",Victoria,,460491.0
"Cranbrook, Canada",British Columbia,,20499.0
"Cranendonck, Netherlands",Noord-Brabant,,21001.0
"Cranford, United States",New Jersey,,23841.0
"Cranleigh, United Kingdom",Surrey,,12702.0
"Cranston, United States",Rhode Island,,82632.0
"Craponne, France",Auvergne-Rhône-Alpes,,12170.0
"Crateus, Brazil",Ceará,minor,76390.0
"Crato, Brazil",Ceará,minor,133031.0
"Cravinhos, Brazil",São Paulo,minor,34110.0
"Crawford, United States",New York,,9097.0
"Crawfordsville, United States",Indiana,,16408.0
"Crawley, United Kingdom",West Sussex,,106597.0
"Crayford, United Kingdom",Kent,,11226.0
"Creazzo, Italy",Veneto,,11160.0
"Creil, France",Hauts-de-France,,36494.0
"Crema, Italy",Lombardy,,33786.0
"Cremlingen, Germany",Lower Saxony,,13266.0
"Cremona, Italy",Lombardy,minor,70637.0
"Crensovci, Slovenia",Črenšovci,admin,1151.0
"Crepy-en-Valois, France",Hauts-de-France,,14243.0
"Crespellano, Italy",Emilia-Romagna,,10163.0
"Crespo, Argentina",Entre Ríos,,19536.0
"Cresskill, United States",New Jersey,,9101.0
"Crest Hill, United States",Illinois,,19754.0
"Crest, France",Auvergne-Rhône-Alpes,,8712.0
"Crestline, United States",California,,10431.0
"Crestview, United States",Florida,,28046.0
"Crestwood, United States",Missouri,,12298.0
"Creteil, France",Île-de-France,minor,92859.0
"Creutzwald, France",Grand Est,,12389.0
"Crevalcore, Italy",Emilia-Romagna,,13706.0
"Creve Coeur, United States",Missouri,,18643.0
"Crevillente, Spain",Valencia,,30585.0
"Crewe, United Kingdom",Cheshire East,,55315.0
"Criciuma, Brazil",Santa Catarina,minor,211369.0
"Cricova, Moldova",Chişinău,,10669.0
"Crigglestone, United Kingdom",Wakefield,,9913.0
"Crikvenica, Croatia",Primorsko-Goranska Županija,minor,9980.0
"Crimmitschau, Germany",Saxony,,18479.0
"Crisopolis, Brazil",Bahia,minor,19729.0
"Crispiano, Italy",Puglia,,13139.0
"Crissiumal, Brazil",Rio Grande do Sul,minor,12886.0
"Cristais, Brazil",Minas Gerais,minor,12197.0
"Cristalina, Brazil",Goiás,minor,34116.0
"Cristina, Brazil",Minas Gerais,minor,10374.0
"Cristinapolis, Brazil",Sergipe,minor,18029.0
"Cristino Castro, Brazil",Piauí,minor,10503.0
"Cristuru Secuiesc, Romania",Harghita,,8797.0
"Criuleni, Moldova",Criuleni,admin,6708.0
"Crixas, Brazil",Goiás,minor,17065.0
"Crna Trava, Serbia",Crna Trava,admin,434.0
"Crna na Koroskem, Slovenia",Črna na Koroškem,admin,2201.0
"Crnomelj, Slovenia",Črnomelj,admin,5496.0
"Croata, Brazil",Ceará,minor,17481.0
"Crofton, United States",Maryland,,29878.0
"Croissy-sur-Seine, France",Île-de-France,,10580.0
"Croix, France",Hauts-de-France,,20956.0
"Croix-des-Bouquets, Haiti",Ouest,,284812.0
"Crosby, United Kingdom",Sefton,,51789.0
"Crosia, Italy",Calabria,,9675.0
"Crosne, France",Île-de-France,,9606.0
"Cross Lanes, United States",West Virginia,,10172.0
"Crossville, United States",Tennessee,,12265.0
"Crotone, Italy",Calabria,minor,58445.0
"Crowborough, United Kingdom",East Sussex,,21690.0
"Crowley, United States",Texas,,19007.0
"Crown Point, United States",Indiana,,34042.0
"Croxley Green, United Kingdom",Hertfordshire,,13533.0
"Croydon, United Kingdom",Croydon,,192064.0
"Croydon, United States",Pennsylvania,,9704.0
"Crozet, United States",Virginia,,9211.0
"Cruces, Cuba",Cienfuegos,minor,28977.0
"Crusinallo, Italy",Piedmont,,15591.0
"Cruz Alta, Brazil",Rio Grande do Sul,minor,58913.0
"Cruz Grande, Mexico",Guerrero,minor,20175.0
"Cruz Machado, Brazil",Paraná,minor,15978.0
"Cruz das Almas, Brazil",Bahia,minor,53049.0
"Cruz del Eje, Argentina",Córdoba,minor,30680.0
"Cruz do Espirito Santo, Brazil",Paraíba,minor,17461.0
"Cruz, Brazil",Ceará,minor,29761.0
"Cruzeiro do Oeste, Brazil",Paraná,minor,23831.0
"Cruzeiro do Sul, Brazil",Acre,minor,91888.0
"Cruzeiro, Brazil",São Paulo,minor,82571.0
"Cruzilia, Brazil",Minas Gerais,minor,15362.0
"Crvenka, Serbia",,,9001.0
"Crystal Beach, Canada",Ontario,,9531.0
"Crystal Lake, United States",Illinois,,40436.0
"Crystal, United States",Minnesota,,22685.0
"Csomor, Hungary",Pest,,10180.0
"Csongrad, Hungary",Csongrád-Csanád,minor,15409.0
"Csorna, Hungary",Győr-Moson-Sopron,minor,9621.0
"Cua Lo, Vietnam",Nghệ An,,11884.0
"Cua, Venezuela",Miranda,minor,127900.0
"Cuajinicuilapa, Mexico",Guerrero,minor,26627.0
"Cuamba, Mozambique",Niassa,,79013.0
"Cuango, Angola",Lunda-Norte,,183767.0
"Cuapiaxtla de Madero, Mexico",Puebla,minor,10101.0
"Cuarte de Huerva, Spain",Aragon,,15112.0
"Cuartero, Philippines",Capiz,,27993.0
"Cuatro Cienegas de Carranza, Mexico",Coahuila,minor,10395.0
"Cuauhtemoc, Mexico",Chihuahua,minor,180638.0
"Cuautepec de Hinojosa, Mexico",Hidalgo,minor,45527.0
"Cuautitlan Izcalli, Mexico",México,minor,140059.0
"Cuautitlan, Mexico",México,minor,178847.0
"Cuautla, Mexico",Morelos,minor,194786.0
"Cubal, Angola",Benguela,,357618.0
"Cubatao, Brazil",São Paulo,minor,131626.0
"Cubellas, Spain",Catalonia,,17243.0
"Cubuk, Turkey",Ankara,minor,95449.0
"Cubulco, Guatemala",Baja Verapaz,minor,60706.0
"Cucer-Sandevo, North Macedonia",Čučer-Sandevo,admin,274.0
"Cuchi, Angola",Cuando Cubango,,42974.0
"Cucuta, Colombia",Norte de Santander,admin,806378.0
"Cudahy, United States",California,,22325.0
"Cuddalore, India",Tamil Nādu,,173676.0
"Cuddapah, India",Andhra Pradesh,,344893.0
"Cudworth, United Kingdom",Barnsley,,10977.0
"Cuellar, Spain",Castille-Leon,,9530.0
"Cuemba, Angola",Bié,,56963.0
"Cuenca, Ecuador",Azuay,admin,361524.0
"Cuenca, Philippines",Batangas,,36235.0
"Cuenca, Spain",Castille-La Mancha,minor,53429.0
"Cuencame de Ceniceros, Mexico",Durango,minor,9848.0
"Cueramaro, Mexico",Guanajuato,minor,27308.0
"Cuernavaca, Mexico",Morelos,admin,338650.0
"Cuers, France",Provence-Alpes-Côte d’Azur,,12841.0
"Cuervos, Mexico",Baja California,,9572.0
"Cuesmes, Belgium",Wallonia,,9964.0
"Cueto, Cuba",Holguín,,31552.0
"Cuetzala del Progreso, Mexico",Guerrero,minor,9166.0
"Cuetzalan, Mexico",Puebla,minor,47983.0
"Cuevas del Almanzora, Spain",Andalusia,,15246.0
"Cuevo, Bolivia",Santa Cruz,,1637.0
"Cugir, Romania",Alba,,19473.0
"Cugnaux, France",Occitanie,,20239.0
"Cuiaba, Brazil",Mato Grosso,admin,483346.0
"Cuicatlan, Mexico",Oaxaca,,9945.0
"Cuichapa, Mexico",Veracruz,minor,12238.0
"Cuihua, China",Yunnan,minor,46324.0
"Cuihuangkou, China",Tianjin,,51541.0
"Cuijk, Netherlands",Noord-Brabant,minor,24931.0
"Cuilapa, Guatemala",Santa Rosa,admin,46974.0
"Cuilapan de Guerrero, Mexico",Oaxaca,minor,21597.0
"Cuilco, Guatemala",Huehuetenango,minor,67297.0
"Cuilo, Angola",Lunda-Norte,,21004.0
"Cuimba, Angola",Zaire,,69194.0
"Cuisnahuat, El Salvador",Sonsonate,,12676.0
"Cuite, Brazil",Paraíba,minor,19719.0
"Cuito Cuanavale, Angola",Cuando Cubango,,40829.0
"Cuito, Angola",Bié,admin,512706.0
"Cuitzeo del Porvenir, Mexico",Michoacán,minor,28227.0
"Cuizhuangzi, China",Hebei,,56096.0
"Cujubim, Brazil",Rondônia,minor,14863.0
"Cukai, Malaysia",Terengganu,,82425.0
"Cukurca, Turkey",Hakkâri,minor,10252.0
"Cukurcayir, Turkey",Trabzon,,33438.0
"Culaba, Philippines",Leyte,,12972.0
"Culasi, Philippines",Antique,,44494.0
"Culcheth, United Kingdom",Warrington,,11454.0
"Culemborg, Netherlands",Gelderland,minor,29121.0
"Culfa, Azerbaijan",Culfa,admin,12500.0
"Culiacan, Mexico",Sinaloa,admin,808416.0
"Culion, Philippines",Palawan,,23213.0
"Cullera, Spain",Andalusia,,24181.0
"Cullercoats, United Kingdom",North Tyneside,,9202.0
"Culleredo, Spain",Galicia,,31085.0
"Cullinan, South Africa",Gauteng,,8693.0
"Cullman, United States",Alabama,,18894.0
"Cullompton, United Kingdom",Devon,,10492.0
"Culpeper, United States",Virginia,,20437.0
"Culver City, United States",California,,39993.0
"Cumana, Venezuela",Sucre,admin,405626.0
"Cumanayagua, Cuba",Cienfuegos,minor,47118.0
"Cumanda, Ecuador",Chimborazo,minor,11442.0
"Cumaral, Colombia",Meta,minor,21397.0
"Cumaribo, Colombia",Vichada,minor,43138.0
"Cumaru, Brazil",Pernambuco,minor,15920.0
"Cumayeri, Turkey",Düzce,minor,10908.0
"Cumbal, Colombia",Nariño,minor,40492.0
"Cumberland Hill, United States",Rhode Island,,8638.0
"Cumberland, United States",Rhode Island,,36390.0
"Cumbernauld, United Kingdom",North Lanarkshire,,50920.0
"Cumbum, India",Andhra Pradesh,,15169.0
"Cumnock, United Kingdom",East Ayrshire,,8830.0
"Cumpana, Romania",Constanţa,,14757.0
"Cumra, Turkey",Konya,minor,67690.0
"Cumru, United States",Pennsylvania,,15626.0
"Cunco, Chile",Araucanía,,19063.0
"Cuncolim, India",Goa,,20935.0
"Cunda dia Baze, Angola",Malanje,,12620.0
"Cunday, Colombia",Tolima,minor,9544.0
"Cunduacan, Mexico",Tabasco,minor,137257.0
"Cunen, Guatemala",Quiché,minor,47250.0
"Cuneo, Italy",Piedmont,minor,55744.0
"Cungus, Turkey",Diyarbakır,minor,10720.0
"Cunha Alta, Portugal",Viseu,,10407.0
"Cunha Pora, Brazil",Santa Catarina,minor,10953.0
"Cunha, Brazil",São Paulo,minor,22110.0
"Cunhinga, Angola",Bié,,73826.0
"Cunit, Spain",Catalonia,,15804.0
